X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Addess,Civic,Community,Day,Day_of_Dat,Neighborho,Ordinance_,Ordinance1,Street,Ticket__,Tow_Zone,Latitude,Longitude
-93.2946999998051,44.9446950001742,1420,Howard,2024,1,1203 32ND ST W,1203,Calhoun Isle,3,2024/12/21 00:00:00+00,South Uptown,478.1000(C),Snow emergency parking restrictions - odd number address,32ND ST W,271124488385,5,44.944695,-93.2947
-93.2957549998933,45.047518999802,1421,Howard,2024,1,1203 51ST AVE N,1203,Camden,3,2024/12/21 00:00:00+00,Lind - Bohanon,478.1000(C),Snow emergency parking restrictions - odd number address,51ST AVE N,271124449308,1,45.047519,-93.295755
-93.2572409999721,44.9359970001615,1422,Howard,2024,1,1204 37TH ST E,1204,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,37TH ST E,271124483315,6,44.935997,-93.257241
-93.2343609997603,44.9869360001963,1423,Howard,2024,1,1204 BROOK AVE SE,1204,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,BROOK AVE SE,271124486385,4,44.986936,-93.234361
-93.257311999649,44.9618279997624,1424,Howard,2024,1,1205 21ST ST E,1205,Phillips,3,2024/12/21 00:00:00+00,Ventura Village,478.1000(C),Snow emergency parking restrictions - odd number address,21ST ST E,271124486286,3,44.961828,-93.257312
-93.2947529995512,44.9447500000126,1425,Howard,2024,1,1205 32ND ST W,1205,Calhoun Isle,3,2024/12/21 00:00:00+00,South Uptown,478.1000(C),Snow emergency parking restrictions - odd number address,32ND ST W,271124488386,5,44.94475,-93.294753
-93.235461000125,44.9933249998489,1426,Howard,2024,1,1205 WINTER ST NE,1205,University,3,2024/12/21 00:00:00+00,Mid - City Industrial,478.1000(C),Snow emergency parking restrictions - odd number address,WINTER ST NE,271124488220,2,44.993325,-93.235461
-93.2944869998751,44.9899630003922,1427,Howard,2024,1,1206 FREMONT AVE N,1206,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE N,271124486133,1,44.989963,-93.294487
-93.257057999627,44.945695000424,1428,Howard,2024,1,1206 POWDERHORN TER,1206,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,POWDERHORN TER,271124485137,6,44.945695,-93.257058
-93.2354260003096,44.9932439997109,1429,Howard,2024,1,1206 WINTER ST NE,1206,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,WINTER ST NE,271124486369,2,44.993244,-93.235426
-93.2342330001528,44.9869809995735,1430,Howard,2024,1,1207 BROOK AVE SE,1207,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,BROOK AVE SE,271124488856,4,44.986981,-93.234233
-93.3034060001867,44.989972999954,1431,Howard,2024,1,1207 LOGAN AVE N,1207,Near North,3,2024/12/21 00:00:00+00,Near - North,478.1000(C),Snow emergency parking restrictions - odd number address,LOGAN AVE N,271124490307,1,44.989973,-93.303406
-93.2676360000013,45.0002059997072,1432,Howard,2024,1,1207 MAIN ST NE,1207,Northeast,3,2024/12/21 00:00:00+00,Sheridan,478.1000(C),Snow emergency parking restrictions - odd number address,MAIN ST NE,271124484006,2,45.000206,-93.267636
-93.2570609997653,44.953738999955,1433,Howard,2024,1,1208 27TH ST E,1208,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,27TH ST E,271124489307,3,44.953739,-93.257061
-93.2945219996905,44.9899849996081,1434,Howard,2024,1,1208 FREMONT AVE N,1208,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE N,271124486134,1,44.989985,-93.294522
-93.2924989999289,44.9614429999945,1435,Howard,2024,1,1209 9TH ST S,1209,Calhoun Isle,3,2024/12/21 00:00:00+00,Lowry Hill,478.1000(C),Snow emergency parking restrictions - odd number address,9TH ST S,271124490375,3,44.961443,-93.292499
-93.2340180001306,44.9870150002421,1436,Howard,2024,1,1209 BROOK AVE SE,1209,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,BROOK AVE SE,271124488857,4,44.987015,-93.234018
-93.2953069999181,44.9068939998583,1437,Howard,2024,1,1210 53RD ST W,1210,Southwest,2,2024/12/20 00:00:00+00,Lynnhurst,478.1000(B),Snow emergency parking restrictions - even number address,53RD ST W,271124489472,5,44.906894,-93.295307
-93.294658999713,44.9899539999772,1438,Howard,2024,1,1210 FREMONT AVE N,1210,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE N,271124486135,1,44.989954,-93.294659
-93.2948650002195,45.0185460000979,1439,Howard,2024,1,1211 35TH AVE N,1211,Camden,3,2024/12/21 00:00:00+00,Folwell,478.1000(C),Snow emergency parking restrictions - odd number address,35TH AVE N,271124494223,1,45.018546,-93.294865
-93.23385199967,44.9870089999654,1440,Howard,2024,1,1211 BROOK AVE SE,1211,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,BROOK AVE SE,271124488858,4,44.987009,-93.233852
-93.2947650001046,44.9899420003231,1441,Howard,2024,1,1212 FREMONT AVE N,1212,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE N,271124486136,1,44.989942,-93.294765
-93.2337820000392,44.9870160002882,1442,Howard,2024,1,1213 BROOK AVE SE,1213,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,BROOK AVE SE,271124489619,4,44.987016,-93.233782
-93.2569540002269,44.945655000378,1443,Howard,2024,1,1213 POWDERHORN TER,1213,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,POWDERHORN TER,271124489478,6,44.945655,-93.256954
-93.2603060001218,45.0002720000528,1444,Howard,2024,1,1214 5TH ST NE,1214,Northeast,2,2024/12/20 00:00:00+00,Sheridan,478.1000(B),Snow emergency parking restrictions - even number address,5TH ST NE,271124481221,2,45.000272,-93.260306
-93.2570189996271,44.9678270003159,1445,Howard,2024,1,1214 9TH ST S,1214,Central,2,2024/12/20 00:00:00+00,Elliot Park,478.1000(B),Snow emergency parking restrictions - even number address,9TH ST S,271124489145,3,44.967827,-93.257019
-93.2948309995509,44.9899580001616,1446,Howard,2024,1,1214 FREMONT AVE N,1214,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE N,271124486137,1,44.989958,-93.294831
-93.2417689996396,45.0240720004225,1447,Howard,2024,1,1215 ST ANTHONY SERVICE RD,1215,Northeast,3,2024/12/21 00:00:00+00,Waite Park,478.1000(C),Snow emergency parking restrictions - odd number address,ST ANTHONY SERVICE RD,271124455993,2,45.024072,-93.241769
-93.2602910003293,45.0003160002832,1448,Howard,2024,1,1216 5TH ST NE,1216,Northeast,2,2024/12/20 00:00:00+00,Sheridan,478.1000(B),Snow emergency parking restrictions - even number address,5TH ST NE,271124481222,2,45.000316,-93.260291
-93.2569839998117,44.9678220000853,1449,Howard,2024,1,1216 9TH ST S,1216,Central,2,2024/12/20 00:00:00+00,Elliot Park,478.1000(B),Snow emergency parking restrictions - even number address,9TH ST S,271124489146,3,44.967822,-93.256984
-93.256002000392,44.9676799998322,1450,Howard,2024,1,1216 13TH AVE S,1216,Central,2,2024/12/20 00:00:00+00,Elliot Park,478.1000(B),Snow emergency parking restrictions - even number address,13TH AVE S,271124371677,3,44.96768,-93.256002
-93.3120680003379,44.9905569999057,1451,Howard,2024,1,1216 SHERIDAN AVE N,1216,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,SHERIDAN AVE N,271124485556,1,44.990557,-93.312068
-93.2569760003421,44.967810999578,1452,Howard,2024,1,1218 9TH ST S,1218,Central,2,2024/12/20 00:00:00+00,Elliot Park,478.1000(B),Snow emergency parking restrictions - even number address,9TH ST S,271124489147,3,44.967811,-93.256976
-93.2341590003376,44.9869089998505,1453,Howard,2024,1,1218 BROOK AVE SE,1218,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,BROOK AVE SE,271124486386,4,44.986909,-93.234159
-93.2341119999688,44.9869360001963,1454,Howard,2024,1,1218 BROOK AVE SE,1218,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,BROOK AVE SE,271124486387,4,44.986936,-93.234112
-93.2924989999289,44.9614429999945,1455,Howard,2024,1,1219 9TH ST S,1219,Calhoun Isle,3,2024/12/21 00:00:00+00,Lowry Hill,478.1000(C),Snow emergency parking restrictions - odd number address,9TH ST S,271124490376,3,44.961443,-93.292499
-93.2952449997569,45.0276099999016,1456,Howard,2024,1,1220 40TH AVE N,1220,Camden,2,2024/12/20 00:00:00+00,Webber - Camden,478.1000(B),Snow emergency parking restrictions - even number address,40TH AVE N,271124445957,1,45.02761,-93.295245
-93.2961090000303,45.0402849998529,1457,Howard,2024,1,1220 47TH AVE N,1220,Camden,2,2024/12/20 00:00:00+00,Lind - Bohanon,478.1000(B),Snow emergency parking restrictions - even number address,47TH AVE N,271124428170,1,45.040285,-93.296109
-93.2338600000389,44.9869499999426,1458,Howard,2024,1,1220 BROOK AVE SE,1220,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,BROOK AVE SE,271124486388,4,44.98695,-93.23386
-93.2950570000805,45.0185710003514,1459,Howard,2024,1,1221 35TH AVE N,1221,Camden,3,2024/12/21 00:00:00+00,Folwell,478.1000(C),Snow emergency parking restrictions - odd number address,35TH AVE N,271124494224,1,45.018571,-93.295057
-93.2338010000161,44.9870289999884,1460,Howard,2024,1,1221 BROOK AVE SE,1221,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,BROOK AVE SE,271124489620,4,44.987029,-93.233801
-93.2567240004122,44.9676949996246,1461,Howard,2024,1,1222 9TH ST S,1222,Central,2,2024/12/20 00:00:00+00,Elliot Park,478.1000(B),Snow emergency parking restrictions - even number address,9TH ST S,271124377036,3,44.967695,-93.256724
-93.296146999984,45.0403100001064,1462,Howard,2024,1,1222 47TH AVE N,1222,Camden,2,2024/12/20 00:00:00+00,Lind - Bohanon,478.1000(B),Snow emergency parking restrictions - even number address,47TH AVE N,271124428171,1,45.04031,-93.296147
-93.2337519995551,44.9869410004269,1463,Howard,2024,1,1222 BROOK AVE SE,1222,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,BROOK AVE SE,271124486389,4,44.986941,-93.233752
-93.3159030000234,44.9909059998121,1464,Howard,2024,1,1222 VINCENT AVE N,1222,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,VINCENT AVE N,271124484166,1,44.990906,-93.315903
-93.2337040000396,44.9870419996886,1465,Howard,2024,1,1223 BROOK AVE SE,1223,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,BROOK AVE SE,271124489621,4,44.987042,-93.233704
-93.2952760002872,45.0185579997519,1466,Howard,2024,1,1224 35TH AVE N,1224,Camden,2,2024/12/20 00:00:00+00,Folwell,478.1000(B),Snow emergency parking restrictions - even number address,35TH AVE N,271124443576,1,45.018558,-93.295276
-93.2952960003101,45.025788000416,1467,Howard,2024,1,1224 39TH AVE N,1224,Camden,2,2024/12/20 00:00:00+00,Webber - Camden,478.1000(B),Snow emergency parking restrictions - even number address,39TH AVE N,271124445884,1,45.025788,-93.295296
-93.2337450001316,44.9869289998735,1468,Howard,2024,1,1224 BROOK AVE SE,1224,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,BROOK AVE SE,271124486390,4,44.986929,-93.233745
-93.3107590002276,44.9904700003902,1469,Howard,2024,1,1224 RUSSELL AVE N,1224,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,RUSSELL AVE N,271124486300,1,44.99047,-93.310759
-93.2924989999289,44.9614429999945,1470,Howard,2024,1,1225 9TH ST S,1225,Calhoun Isle,3,2024/12/21 00:00:00+00,Lowry Hill,478.1000(C),Snow emergency parking restrictions - odd number address,9TH ST S,271124490377,3,44.961443,-93.292499
-93.2336969997167,44.9869259997351,1471,Howard,2024,1,1226 BROOK AVE SE,1226,University,2,2024/12/20 00:00:00+00,Como,478.1000(B),Snow emergency parking restrictions - even number address,BROOK AVE SE,271124486391,4,44.986926,-93.233697
-93.3006839996668,44.9908750001812,1472,Howard,2024,1,1226 JAMES AVE N,1226,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,JAMES AVE N,271124487570,1,44.990875,-93.300684
-93.2336540004317,44.9869920000808,1473,Howard,2024,1,1227 BROOK AVE SE,1227,University,3,2024/12/21 00:00:00+00,Como,478.1000(C),Snow emergency parking restrictions - odd number address,BROOK AVE SE,271124489622,4,44.986992,-93.233654
-93.2563779997449,44.957385999964,1474,Howard,2024,1,1228 25TH ST E,1228,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,25TH ST E,271124487147,3,44.957386,-93.256378
-93.3007479999202,44.9910080000192,1475,Howard,2024,1,1229 JAMES AVE N,1229,Near North,3,2024/12/21 00:00:00+00,Near - North,478.1000(C),Snow emergency parking restrictions - odd number address,JAMES AVE N,271124490286,1,44.991008,-93.300748
-93.2676450004164,45.0007319996821,1476,Howard,2024,1,1229 MAIN ST NE,1229,Northeast,3,2024/12/21 00:00:00+00,Sheridan,478.1000(C),Snow emergency parking restrictions - odd number address,MAIN ST NE,271124484007,2,45.000732,-93.267645
-93.2963569997757,44.9840809998383,1477,Howard,2024,1,1229 OLSON MEMORIAL HIGHWAY,1229,Near North,3,2024/12/21 00:00:00+00,Harrison,478.1000(C),Snow emergency parking restrictions - odd number address,OLSON MEMORIAL HIGHWAY,271124425801,3,44.984081,-93.296357
-93.3120209999691,44.9909960003652,1478,Howard,2024,1,1230 SHERIDAN AVE N,1230,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,SHERIDAN AVE N,271124485557,1,44.990996,-93.312021
-93.3007560002891,44.9910680000882,1479,Howard,2024,1,1231 JAMES AVE N,1231,Near North,3,2024/12/21 00:00:00+00,Near - North,478.1000(C),Snow emergency parking restrictions - odd number address,JAMES AVE N,271124490287,1,44.991068,-93.300756
-93.3006869998052,44.9910860000189,1480,Howard,2024,1,1232 JAMES AVE N,1232,Near North,2,2024/12/20 00:00:00+00,Near - North,478.1000(B),Snow emergency parking restrictions - even number address,JAMES AVE N,271124487571,1,44.991086,-93.300687
-93.3120610000151,44.9910819998345,1481,Howard,2024,1,1232 SHERIDAN AVE N,1232,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,SHERIDAN AVE N,271124485558,1,44.991082,-93.312061
-93.312029000338,44.9911039999497,1482,Howard,2024,1,1234 SHERIDAN AVE N,1234,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,SHERIDAN AVE N,271124485559,1,44.991104,-93.312029
-93.3172459999029,44.9910330002728,1483,Howard,2024,1,1234 WASHBURN AVE N,1234,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,WASHBURN AVE N,271124485465,1,44.991033,-93.317246
-93.3121189999918,44.991218999857,1484,Howard,2024,1,1239 SHERIDAN AVE N,1239,Near North,3,2024/12/21 00:00:00+00,Willard - Hay,478.1000(C),Snow emergency parking restrictions - odd number address,SHERIDAN AVE N,271124491921,1,44.991219,-93.312119
-93.310804999651,44.9906889996976,1485,Howard,2024,1,1240 RUSSELL AVE N,1240,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,RUSSELL AVE N,271124486299,1,44.990689,-93.310805
-93.3120620000612,44.9912230000415,1486,Howard,2024,1,1240 SHERIDAN AVE N,1240,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,SHERIDAN AVE N,271124485560,1,44.991223,-93.312062
-93.3133049998258,44.9913299995799,1487,Howard,2024,1,1240 THOMAS AVE N,1240,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,THOMAS AVE N,271124485554,1,44.99133,-93.313305
-93.315908000254,44.9912929996722,1488,Howard,2024,1,1240 VINCENT AVE N,1240,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,VINCENT AVE N,271124484165,1,44.991293,-93.315908
-93.3172199996033,44.9910989997191,1489,Howard,2024,1,1240 WASHBURN AVE N,1240,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,WASHBURN AVE N,271124485466,1,44.991099,-93.31722
-93.3107879997663,44.9912409999722,1490,Howard,2024,1,1252 RUSSELL AVE N,1252,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,RUSSELL AVE N,271124486296,1,44.991241,-93.310788
-93.3107410002969,44.9913099995569,1491,Howard,2024,1,1254 RUSSELL AVE N,1254,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,RUSSELL AVE N,271124486297,1,44.99131,-93.310741
-93.3107079996744,44.9912860002487,1492,Howard,2024,1,1256 RUSSELL AVE N,1256,Near North,2,2024/12/20 00:00:00+00,Willard - Hay,478.1000(B),Snow emergency parking restrictions - even number address,RUSSELL AVE N,271124486298,1,44.991286,-93.310708
-93.2203249999987,44.9662359997916,1493,Howard,2024,1,1300 YALE AVE SE,1300,University,2,2024/12/20 00:00:00+00,Prospect Park - East River Road,478.1000(B),Snow emergency parking restrictions - even number address,YALE AVE SE,271124364033,4,44.966236,-93.220325
