OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Time,Date___Tim,Address,Latitude,Longitude,Ordinance_,Violation,Ward,Neighborho,Community,Day,Tow_Zone,x,y
764,Northrop,2022-2023,4,271123314619,1/5/23 12:00 AM,12:25 PM,1/5/23 12:25 PM,2710 14TH AVE S,44.953312,-93.255068,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381106.6836063,5614174.4083315
765,Northrop,2022-2023,4,271123314618,1/5/23 12:00 AM,12:19 PM,1/5/23 12:19 PM,2704 14TH AVE S,44.953453,-93.255037,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381103.2327432,5614196.58788975
766,Northrop,2022-2023,4,271123314617,1/5/23 12:00 AM,12:12 PM,1/5/23 12:12 PM,2726 14TH AVE S,44.952647,-93.255073,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381107.2402294,5614069.80348756
767,Northrop,2022-2023,4,271123314616,1/5/23 12:00 AM,12:10 PM,1/5/23 12:10 PM,2728 14TH AVE S,44.952499,-93.255061,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381105.904434,5614046.52323717
768,Northrop,2022-2023,4,271123314615,1/5/23 12:00 AM,12:09 PM,1/5/23 12:09 PM,2730 14TH AVE S,44.952445,-93.255101,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381110.3572188,5614038.02897671
769,Northrop,2022-2023,4,271123314614,1/5/23 12:00 AM,12:08 PM,1/5/23 12:08 PM,2732 14TH AVE S,44.952448,-93.255078,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381107.7968525,5614038.50089558
770,Northrop,2022-2023,4,271123314613,1/5/23 12:00 AM,12:06 PM,1/5/23 12:06 PM,2734 14TH AVE S,44.95229,-93.255086,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381108.6874495,5614013.64766718
771,Northrop,2022-2023,4,271123314612,1/5/23 12:00 AM,12:04 PM,1/5/23 12:04 PM,2736 14TH AVE S,44.952259,-93.25507,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381106.9062555,5614008.77146977
772,Northrop,2022-2023,4,271123314610,1/5/23 12:00 AM,12:03 PM,1/5/23 12:03 PM,2740 14TH AVE S,44.952162,-93.255081,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381108.1308264,5613993.51352978
773,Northrop,2022-2023,4,271123314609,1/5/23 12:00 AM,11:58 AM,1/5/23 11:58 AM,2802 14TH AVE S,44.951704,-93.255063,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381106.1270833,5613921.47114765
774,Northrop,2022-2023,4,271123314608,1/5/23 12:00 AM,11:56 AM,1/5/23 11:56 AM,2826 14TH AVE S,44.951012,-93.255078,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381107.7968525,5613812.62235277
775,Northrop,2022-2023,4,271123314607,1/5/23 12:00 AM,11:54 AM,1/5/23 11:54 AM,2916 14TH AVE S,44.949386,-93.255102,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381110.4685434,5613556.86408382
776,Northrop,2022-2023,4,271123314606,1/5/23 12:00 AM,11:52 AM,1/5/23 11:52 AM,2920 14TH AVE S,44.94928,-93.25506,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381105.7931094,5613540.19137046
777,Northrop,2022-2023,4,271123314605,1/5/23 12:00 AM,11:50 AM,1/5/23 11:50 AM,2926 14TH AVE S,44.948985,-93.255112,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381111.5816895,5613493.79081642
778,Northrop,2022-2023,4,271123314604,1/5/23 12:00 AM,11:49 AM,1/5/23 11:49 AM,2928 14TH AVE S,44.948864,-93.25513,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381113.5854327,5613474.75877217
779,Northrop,2022-2023,4,271123314603,1/5/23 12:00 AM,11:32 AM,1/5/23 11:32 AM,2648 13TH AVE S,44.9539,-93.25633,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381247.168875,5614266.90205427
780,Northrop,2022-2023,4,271123314602,1/5/23 12:00 AM,11:30 AM,1/5/23 11:30 AM,2626 13TH AVE S,44.954676,-93.256323,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381246.3896026,5614388.96999288
781,Northrop,2022-2023,4,271123314601,1/5/23 12:00 AM,11:23 AM,1/5/23 11:23 AM,2418 13TH AVE S,44.958403,-93.256266,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381240.0443994,5614975.26532775
782,Northrop,2022-2023,4,271123314600,1/5/23 12:00 AM,11:21 AM,1/5/23 11:21 AM,2414 13TH AVE S,44.95854,-93.256277,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381241.2688701,5614996.81756181
783,Northrop,2022-2023,4,271123314599,1/5/23 12:00 AM,11:17 AM,1/5/23 11:17 AM,2404 13TH AVE S,44.958908,-93.256275,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381241.046321,5615054.70992108
784,Northrop,2022-2023,4,271123314598,1/5/23 12:00 AM,11:16 AM,1/5/23 11:16 AM,2400 13TH AVE S,44.958962,-93.256264,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381239.8217501,5615063.20499678
785,Northrop,2022-2023,4,271123314597,1/5/23 12:00 AM,11:13 AM,1/5/23 11:13 AM,2222 13TH AVE S,44.960051,-93.256206,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3,-10381233.3652223,5615234.52469995
786,Northrop,2022-2023,4,271123314596,1/5/23 12:00 AM,11:10 AM,1/5/23 11:10 AM,2206 13TH AVE S,44.960666,-93.256181,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3,-10381230.5822068,5615331.27702168
787,Northrop,2022-2023,4,271123314595,1/5/23 12:00 AM,11:09 AM,1/5/23 11:09 AM,2202 13TH AVE S,44.960855,-93.256204,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3,-10381233.142573,5615361.0108034
788,Northrop,2022-2023,4,271123314594,1/5/23 12:00 AM,10:55 AM,1/5/23 10:55 AM,2542 12TH AVE S,44.955814,-93.25757,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381385.205002,5614567.9850743
789,Northrop,2022-2023,4,271123314593,1/5/23 12:00 AM,10:54 AM,1/5/23 10:54 AM,2540 12TH AVE S,44.955908,-93.257581,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381386.4295729,5614582.77203793
790,Northrop,2022-2023,4,271123314592,1/5/23 12:00 AM,10:52 AM,1/5/23 10:52 AM,2502 12TH AVE S,44.957134,-93.257565,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381384.6483789,5614775.63432895
791,Northrop,2022-2023,4,271123314591,1/5/23 12:00 AM,10:38 AM,1/5/23 10:38 AM,2912 11TH AVE S,44.949625,-93.258922,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381535.7089863,5613594.45666297
792,Northrop,2022-2023,4,271123314590,1/5/23 12:00 AM,10:37 AM,1/5/23 10:37 AM,2908 11TH AVE S,44.949776,-93.258924,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381535.9316356,5613618.20764451
793,Northrop,2022-2023,4,271123314589,1/5/23 12:00 AM,10:34 AM,1/5/23 10:34 AM,2900 11TH AVE S,44.949898,-93.258914,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381534.8183893,5613637.39729048
794,Northrop,2022-2023,4,271123314588,1/5/23 12:00 AM,10:28 AM,1/5/23 10:28 AM,2740 11TH AVE S,44.952427,-93.258852,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381527.916563,5614035.1976055
795,Northrop,2022-2023,4,271123314587,1/5/23 12:00 AM,10:24 AM,1/5/23 10:24 AM,2624 10TH AVE S,44.954058,-93.260196,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381677.5300504,5614291.75597991
796,Northrop,2022-2023,4,271123314586,1/5/23 12:00 AM,10:23 AM,1/5/23 10:23 AM,2626 10TH AVE S,44.954085,-93.260263,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381684.9883998,5614296.00308705
797,Northrop,2022-2023,4,271123314585,1/5/23 12:00 AM,10:22 AM,1/5/23 10:22 AM,2628 10TH AVE S,44.953998,-93.260309,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381690.1091323,5614282.31776687
798,Northrop,2022-2023,4,271123314584,1/5/23 12:00 AM,10:18 AM,1/5/23 10:18 AM,2630 10TH AVE S,44.953896,-93.260281,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381686.9921429,5614266.2728132
799,Northrop,2022-2023,4,271123314583,1/5/23 12:00 AM,10:02 AM,1/5/23 10:02 AM,2130 10TH AVE S,44.961167,-93.259664,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3,-10381618.3080533,5615410.09542765
800,Northrop,2022-2023,4,271123314582,1/5/23 12:00 AM,9:54 AM,1/5/23 9:54 AM,2432 ELLIOT AVE S,44.957882,-93.261332,478.1000(b),Snow emergency parking restrictions - even number address,9,Midtown Phillips,Phillips,2,3,-10381803.988917,5614893.30443572
801,Northrop,2022-2023,4,271123314581,1/5/23 12:00 AM,9:50 AM,1/5/23 9:50 AM,2118 ELLIOT AVE S,44.96114,-93.261141,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3,-10381782.7269149,5615405.8477963
802,Northrop,2022-2023,4,271123314580,1/5/23 12:00 AM,9:49 AM,1/5/23 9:49 AM,2112 ELLIOT AVE S,44.961371,-93.261158,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3,-10381784.6193334,5615442.18943006
803,Northrop,2022-2023,4,271123314579,1/5/23 12:00 AM,9:48 AM,1/5/23 9:48 AM,2104 ELLIOT AVE S,44.961615,-93.261091,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3,-10381777.160984,5615480.57637694
804,Northrop,2022-2023,4,271123314578,1/5/23 12:00 AM,9:38 AM,1/5/23 9:38 AM,2926 COLUMBUS AVE S,44.94929,-93.263987,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10382099.5421794,5613541.76420524
805,Northrop,2022-2023,4,271123314577,1/5/23 12:00 AM,9:36 AM,1/5/23 9:36 AM,2916 COLUMBUS AVE S,44.949492,-93.263964,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10382096.9818131,5613573.53696945
806,Northrop,2022-2023,4,271123314576,1/5/23 12:00 AM,9:33 AM,1/5/23 9:33 AM,2830 COLUMBUS AVE S,44.95097,-93.263972,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10382097.8724101,5613806.0159391
807,Northrop,2022-2023,4,271123314575,1/5/23 12:00 AM,9:31 AM,1/5/23 9:31 AM,2730 COLUMBUS AVE S,44.9528,-93.263948,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10382095.2007192,5614093.87033423
808,Northrop,2022-2023,4,271123314574,1/5/23 12:00 AM,9:08 AM,1/5/23 9:08 AM,2120 OAKLAND AVE S,44.961276,-93.266379,478.1000(b),Snow emergency parking restrictions - even number address,6,Ventura Village,Phillips,2,3,-10382365.8183669,5615427.24372799
809,Northrop,2022-2023,4,271123314573,1/5/23 12:00 AM,9:06 AM,1/5/23 9:06 AM,2408 OAKLAND AVE S,44.958855,-93.266445,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10382373.1654918,5615046.37217721
810,Northrop,2022-2023,4,271123314572,1/5/23 12:00 AM,9:04 AM,1/5/23 9:04 AM,2440 OAKLAND AVE S,44.957774,-93.266452,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10382373.9447642,5614876.31447062
811,Northrop,2022-2023,4,271123314571,1/5/23 12:00 AM,8:59 AM,1/5/23 8:59 AM,2500 OAKLAND AVE S,44.957136,-93.266416,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10382369.9372779,5614775.94896724
812,Northrop,2022-2023,4,271123314570,1/5/23 12:00 AM,8:49 AM,1/5/23 8:49 AM,2936 OAKLAND AVE S,44.949337,-93.266532,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10382382.8503337,5613549.15691433
813,Northrop,2022-2023,4,271123314569,1/5/23 12:00 AM,8:51 AM,1/5/23 8:51 AM,2806 OAKLAND AVE S,44.951769,-93.266512,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10382380.6239413,5613931.69550556
814,Northrop,2022-2023,4,271123314567,1/5/23 12:00 AM,8:27 AM,1/5/23 8:27 AM,2922 3RD AVE S,44.949297,-93.272908,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10383092.6234017,5613542.86528877
815,Northrop,2022-2023,4,271123314566,1/5/23 12:00 AM,8:20 AM,1/5/23 8:20 AM,2436 5TH AVE S,44.957645,-93.269015,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10382659.2565615,5614856.0210885
816,Northrop,2022-2023,4,271123314565,1/5/23 12:00 AM,8:15 AM,1/5/23 8:15 AM,2428 5TH AVE S,44.95798,-93.268903,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10382646.7888043,5614908.7212181
817,Northrop,2022-2023,4,271123314564,1/5/23 12:00 AM,8:11 AM,1/5/23 8:11 AM,2426 5TH AVE S,44.958112,-93.269014,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10382659.1452369,5614929.48668414
818,Northrop,2022-2023,4,271123314563,1/5/23 12:00 AM,8:07 AM,1/5/23 8:07 AM,2220 5TH AVE S,44.960188,-93.269003,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10382657.9207661,5615256.07755305
819,Northrop,2022-2023,4,271123314562,1/5/23 12:00 AM,8:05 AM,1/5/23 8:05 AM,2218 5TH AVE S,44.960302,-93.269011,478.1000(b),Snow emergency parking restrictions - even number address,6,Phillips West,Phillips,2,3,-10382658.811263,5615274.01219987
820,Northrop,2022-2023,4,271123314561,1/5/23 12:00 AM,4:10 AM,1/5/23 4:10 AM,4750 PORTLAND AVE,44.916332,-93.267857,478.1000(a),Snow emergency parking restrictions - snow emergency route,8,Field,Nokomis,1,5,-10382530.3486533,5608359.27520075
821,Northrop,2022-2023,4,271123314560,1/5/23 12:00 AM,3:25 AM,1/5/23 3:25 AM,783 5TH AVE S,44.973546,-93.265855,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Downtown West,Central,1,3,-10382307.4869668,5617357.8062371
822,Northrop,2022-2023,4,271123314559,1/5/23 12:00 AM,3:23 AM,1/5/23 3:23 AM,818 5TH AVE S,44.972816,-93.266526,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Downtown West,Central,1,3,-10382382.1823859,5617242.93651348
823,Northrop,2022-2023,4,271123314558,1/5/23 12:00 AM,3:21 AM,1/5/23 3:21 AM,818 5TH AVE S,44.972562,-93.26658,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Elliot Park,Central,1,3,-10382388.1936153,5617202.96845536
824,Northrop,2022-2023,4,271123314557,1/5/23 12:00 AM,3:19 AM,1/5/23 3:19 AM,818 5TH AVE S,44.972362,-93.26671,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Elliot Park,Central,1,3,-10382402.6651157,5617171.4976346
825,Northrop,2022-2023,4,271123314556,1/5/23 12:00 AM,3:17 AM,1/5/23 3:17 AM,818 5TH AVE S,44.972282,-93.266796,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Elliot Park,Central,1,3,-10382412.2386329,5617158.90933702
826,Northrop,2022-2023,4,271123314555,1/5/23 12:00 AM,3:13 AM,1/5/23 3:13 AM,917 5TH AVE S,44.971567,-93.267424,478.1000(a),Snow emergency parking restrictions - snow emergency route,7,Elliot Park,Central,1,3,-10382482.1472934,5617046.40238411
827,Northrop,2022-2023,4,271123314554,1/5/23 12:00 AM,2:59 AM,1/5/23 2:59 AM,1020 40TH ST W,44.930519,-93.292607,478.1000(a),Snow emergency parking restrictions - snow emergency route,10,East Harriet,Southwest,1,5,-10385285.5060629,5610589.74909466
828,Northrop,2022-2023,4,271123314553,1/5/23 12:00 AM,2:48 AM,1/5/23 2:48 AM,3858 STEVENS AVE S,44.93244,-93.275349,478.1000(a),Snow emergency parking restrictions - snow emergency route,8,King Field,Southwest,1,5,-10383364.3541955,5610891.81013745
829,Northrop,2022-2023,4,271123314552,1/5/23 12:00 AM,2:34 AM,1/5/23 2:34 AM,5824 LYNDALE AVE S,44.896838,-93.288361,478.1000(a),Snow emergency parking restrictions - snow emergency route,11,Windom,Southwest,1,5,-10384812.8434324,5605295.33525429
830,Northrop,2022-2023,4,271123314551,1/5/23 12:00 AM,2:15 AM,1/5/23 2:15 AM,640 VAN WHITE MEMORIAL BLVD,44.952697,-93.247433,478.1000(a),Snow emergency parking restrictions - snow emergency route,9,East Phillips,Phillips,1,3,-10380256.7593436,5614077.66840851
831,Northrop,2022-2023,4,271123314550,1/5/23 12:00 AM,1:40 AM,1/5/23 1:40 AM,934 45TH AVE N,45.036708,-93.291679,478.1000(a),Snow emergency parking restrictions - snow emergency route,4,Lind - Bohanon,Camden,1,1,-10385182.2015168,5627302.2619656
832,Northrop,2022-2023,4,271123314549,1/5/23 12:00 AM,1:36 AM,1/5/23 1:36 AM,4337 FREMONT AVE N,45.034489,-93.295832,478.1000(a),Snow emergency parking restrictions - snow emergency route,4,Webber - Camden,Camden,1,1,-10385644.5113578,5626952.70847031
833,Northrop,2022-2023,4,271123314548,1/5/23 12:00 AM,1:31 AM,1/5/23 1:31 AM,4134 FREMONT AVE N,45.030884,-93.295782,478.1000(a),Snow emergency parking restrictions - snow emergency route,4,Webber - Camden,Camden,1,1,-10385638.9454269,5626384.85097387
834,Northrop,2022-2023,4,271123314547,1/5/23 12:00 AM,1:27 AM,1/5/23 1:27 AM,3824 FREMONT AVE N,45.024756,-93.295618,478.1000(a),Snow emergency parking restrictions - snow emergency route,4,Webber - Camden,Camden,1,1,-10385620.6889894,5625419.65399205
835,Northrop,2022-2023,4,271123314546,1/5/23 12:00 AM,1:25 AM,1/5/23 1:25 AM,3718 FREMONT AVE N,45.022742,-93.295622,478.1000(a),Snow emergency parking restrictions - snow emergency route,4,Folwell,Camden,1,1,-10385621.1342879,5625102.45951032
836,Northrop,2022-2023,4,271123314545,1/5/23 12:00 AM,1:23 AM,1/5/23 1:23 AM,3718 FREMONT AVE N,45.022684,-93.295615,478.1000(a),Snow emergency parking restrictions - snow emergency route,4,Folwell,Camden,1,1,-10385620.3550155,5625093.32497923
837,Northrop,2022-2023,4,271123314544,1/5/23 12:00 AM,1:21 AM,1/5/23 1:21 AM,3619 FREMONT AVE N,45.020996,-93.295654,478.1000(a),Snow emergency parking restrictions - snow emergency route,4,Folwell,Camden,1,1,-10385624.6964756,5624827.48249445
838,Northrop,2022-2023,4,271123314543,1/5/23 12:00 AM,1:17 AM,1/5/23 1:17 AM,3507 FREMONT AVE N,45.018787,-93.295614,478.1000(a),Snow emergency parking restrictions - snow emergency route,4,Folwell,Camden,1,1,-10385620.2436909,5624479.59996147
839,Northrop,2022-2023,4,271123314542,1/5/23 12:00 AM,1:15 AM,1/5/23 1:15 AM,3442 FREMONT AVE N,45.01798,-93.2956,478.1000(a),Snow emergency parking restrictions - snow emergency route,4,Folwell,Camden,1,1,-10385618.6852463,5624352.5134913
840,Northrop,2022-2023,4,271123314541,1/5/23 12:00 AM,1:13 AM,1/5/23 1:13 AM,3442 FREMONT AVE N,45.017922,-93.295584,478.1000(a),Snow emergency parking restrictions - snow emergency route,4,Folwell,Camden,1,1,-10385616.9041524,5624343.37971991
841,Northrop,2022-2023,4,271123314540,1/5/23 12:00 AM,1:11 AM,1/5/23 1:11 AM,3431 FREMONT AVE N,45.017673,-93.29559,478.1000(a),Snow emergency parking restrictions - snow emergency route,4,Folwell,Camden,1,1,-10385617.5721001,5624304.16761671
