OBJECTID,Citation_N,Date,Address,X_Coordina,Y_Coordina,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day_ID,TowDist,x,y
1713,271116577000,1/12/2017 12:00:00 AM,2438 PLEASANT AVE,-10384215,5614976,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10384215,5614976
1714,271116552000,1/12/2017 12:00:00 AM,1714 ADAMS ST NE,-10381248,5622383,478.1000(B),SNOW EMERGENCY EVEN,1,Logan Park,Northeast,2,2,-10381248,5622383
1715,271116560000,1/12/2017 12:00:00 AM,3642 6TH ST N,-10384602,5624842,478.1000(B),SNOW EMERGENCY EVEN,4,McKinley,Camden,2,1,-10384602,5624842
1716,271116561000,1/12/2017 12:00:00 AM,2702 DREW AVE S,-10389032,5614201,478.1000(B),SNOW EMERGENCY EVEN,7,Cedar-Isles-Dean,Calhoun-Isles,2,3,-10389032,5614201
1717,271116562000,1/12/2017 12:00:00 AM,4724 OAKLAND AVE S,-10382379,5608535,478.1000(B),SNOW EMERGENCY EVEN,8,Field,Nokomis,2,5,-10382379,5608535
1718,271116564000,1/12/2017 12:00:00 AM,132 18TH ST E,-10383339,5616053,478.1000(B),SNOW EMERGENCY EVEN,6,Stevens Square,Central,2,3,-10383339,5616053
1719,271116569000,1/12/2017 12:00:00 AM,2328 IRVING AVE N,-10386005,5622037,478.1000(B),SNOW EMERGENCY EVEN,5,Jordan,Near North,2,1,-10386005,5622037
1720,271116570000,1/12/2017 12:00:00 AM,1514 BROOK AVE SE,-10378326,5619404,478.1000(B),SNOW EMERGENCY EVEN,2,Como,University,2,4,-10378326,5619404
1721,271116570000,1/12/2017 12:00:00 AM,1202 NEWTON AVE N,-10386740,5619911,478.1000(B),SNOW EMERGENCY EVEN,5,Near-North,Near North,2,1,-10386740,5619911
1722,271116573000,1/12/2017 12:00:00 AM,5022 EMERSON AVE N,-10385584,5628786,478.1000(B),SNOW EMERGENCY EVEN,4,Lind-Bohanon,Camden,2,1,-10385584,5628786
1723,271116577000,1/12/2017 12:00:00 AM,906 15TH ST E,-10381760,5616490,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3,-10381760,5616490
1724,271116577000,1/12/2017 12:00:00 AM,2436 PLEASANT AVE,-10384215,5614982,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10384215,5614982
1725,271116523000,1/12/2017 12:00:00 AM,3704 THOMAS AVE N,-10387593,5625049,478.1000(B),SNOW EMERGENCY EVEN,4,Cleveland,Camden,2,1,-10387593,5625049
1726,271116531000,1/12/2017 12:00:00 AM,3620 20TH AVE S,-10379832,5611661,478.1000(B),SNOW EMERGENCY EVEN,12,Standish,Powderhorn,2,6,-10379832,5611661
1727,271116538000,1/12/2017 12:00:00 AM,2326 STEVENS AVE S,-10383364,5615200,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10383364,5615200
1728,271116554000,1/12/2017 12:00:00 AM,722 8TH AVE SE,-10379600,5619470,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4,-10379600,5619470
1729,271116562000,1/12/2017 12:00:00 AM,4728 OAKLAND AVE S,-10382379,5608524,478.1000(B),SNOW EMERGENCY EVEN,8,Field,Nokomis,2,5,-10382379,5608524
1730,271116569000,1/12/2017 12:00:00 AM,3016 COLFAX AVE S,-10385215,5613344,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun-Isles,2,5,-10385215,5613344
1731,271116573000,1/12/2017 12:00:00 AM,5034 EMERSON AVE N,-10385584,5628820,478.1000(B),SNOW EMERGENCY EVEN,4,Lind-Bohanon,Camden,2,1,-10385584,5628820
1732,271116417000,1/12/2017 12:00:00 AM,5810 LONGFELLOW AVE S,-10380139,5605462,478.1000(B),SNOW EMERGENCY EVEN,11,Wenonah,Nokomis,2,6,-10380139,5605462
1733,271116531000,1/12/2017 12:00:00 AM,3622 20TH AVE S,-10379832,5611656,478.1000(B),SNOW EMERGENCY EVEN,12,Standish,Powderhorn,2,6,-10379832,5611656
1734,271116538000,1/12/2017 12:00:00 AM,2402 STEVENS AVE S,-10383365,5615086,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10383365,5615086
1735,271116542000,1/12/2017 12:00:00 AM,3704 6TH ST N,-10384603,5625024,478.1000(B),SNOW EMERGENCY EVEN,4,McKinley,Camden,2,1,-10384603,5625024
1736,271116545000,1/12/2017 12:00:00 AM,706 34TH ST E,-10382182,5612303,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382182,5612303
1737,271116552000,1/12/2017 12:00:00 AM,1712 ADAMS ST NE,-10381248,5622379,478.1000(B),SNOW EMERGENCY EVEN,1,Logan Park,Northeast,2,2,-10381248,5622379
1738,271116562000,1/12/2017 12:00:00 AM,4732 OAKLAND AVE S,-10382380,5608513,478.1000(B),SNOW EMERGENCY EVEN,8,Field,Nokomis,2,5,-10382380,5608513
1739,271116565000,1/12/2017 12:00:00 AM,1218 SHERIDAN AVE N,-10387448,5620025,478.1000(B),SNOW EMERGENCY EVEN,5,Willard-Hay,Near North,2,1,-10387448,5620025
1740,271116569000,1/12/2017 12:00:00 AM,3010 COLFAX AVE S,-10385215,5613360,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun-Isles,2,5,-10385215,5613360
1741,271116570000,1/12/2017 12:00:00 AM,1502 BROOK AVE SE,-10378349,5619404,478.1000(B),SNOW EMERGENCY EVEN,2,Como,University,2,4,-10378349,5619404
1742,271116577000,1/12/2017 12:00:00 AM,910 15TH ST E,-10381754,5616490,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3,-10381754,5616490
1743,271116577000,1/12/2017 12:00:00 AM,2432 PLEASANT AVE,-10384215,5614992,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10384215,5614992
1744,271116552000,1/12/2017 12:00:00 AM,1710 ADAMS ST NE,-10381248,5622375,478.1000(B),SNOW EMERGENCY EVEN,1,Logan Park,Northeast,2,2,-10381248,5622375
1745,271116557000,1/12/2017 12:00:00 AM,2 33RD ST E,-10383647,5612582,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5,-10383647,5612582
1746,271116560000,1/12/2017 12:00:00 AM,3708 6TH ST N,-10384603,5625035,478.1000(B),SNOW EMERGENCY EVEN,4,McKinley,Camden,2,1,-10384603,5625035
1747,271116564000,1/12/2017 12:00:00 AM,134 18TH ST E,-10383336,5616053,478.1000(B),SNOW EMERGENCY EVEN,6,Stevens Square,Central,2,3,-10383336,5616053
1748,271116569000,1/12/2017 12:00:00 AM,3008 COLFAX AVE S,-10385215,5613366,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun-Isles,2,5,-10385215,5613366
1749,271116569000,1/12/2017 12:00:00 AM,2600 IRVING AVE N,-10386031,5622471,478.1000(B),SNOW EMERGENCY EVEN,5,Jordan,Near North,2,1,-10386031,5622471
1750,271116571000,1/12/2017 12:00:00 AM,2108 10TH AVE S,-10381623,5615497,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3,-10381623,5615497
1751,271116573000,1/12/2017 12:00:00 AM,3510 COLUMBUS AVE S,-10382088,5611976,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382088,5611976
1752,271116577000,1/12/2017 12:00:00 AM,912 15TH ST E,-10381751,5616490,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3,-10381751,5616490
1753,271116538000,1/12/2017 12:00:00 AM,2404 STEVENS AVE S,-10383365,5615080,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10383365,5615080
1754,271116545000,1/12/2017 12:00:00 AM,722 34TH ST E,-10382080,5612303,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382080,5612303
1755,271116557000,1/12/2017 12:00:00 AM,10 33RD ST E,-10383635,5612582,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5,-10383635,5612582
1756,271116564000,1/12/2017 12:00:00 AM,128 18TH ST E,-10383347,5616053,478.1000(B),SNOW EMERGENCY EVEN,6,Stevens Square,Central,2,3,-10383347,5616053
1757,271116569000,1/12/2017 12:00:00 AM,3006 COLFAX AVE S,-10385215,5613371,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun-Isles,2,5,-10385215,5613371
1758,271116570000,1/12/2017 12:00:00 AM,722 OLIVER AVE N,-10386884,5619246,478.1000(B),SNOW EMERGENCY EVEN,5,Near-North,Near North,2,1,-10386884,5619246
1759,271116573000,1/12/2017 12:00:00 AM,5050 EMERSON AVE N,-10385584,5628864,478.1000(B),SNOW EMERGENCY EVEN,4,Lind-Bohanon,Camden,2,1,-10385584,5628864
1760,271116580000,1/12/2017 12:00:00 AM,2424 PLEASANT AVE,-10384215,5615014,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10384215,5615014
1761,271116545000,1/12/2017 12:00:00 AM,724 34TH ST E,-10382077,5612303,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382077,5612303
1762,271116549000,1/12/2017 12:00:00 AM,700 8TH AVE SE,-10379618,5619438,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4,-10379618,5619438
1763,271116565000,1/12/2017 12:00:00 AM,1516 SHERIDAN AVE N,-10387445,5620639,478.1000(B),SNOW EMERGENCY EVEN,5,Willard-Hay,Near North,2,1,-10387445,5620639
1764,271116569000,1/12/2017 12:00:00 AM,2626 IRVING AVE N,-10386032,5622540,478.1000(B),SNOW EMERGENCY EVEN,5,Jordan,Near North,2,1,-10386032,5622540
1765,271116570000,1/12/2017 12:00:00 AM,718 OLIVER AVE N,-10386884,5619242,478.1000(B),SNOW EMERGENCY EVEN,5,Near-North,Near North,2,1,-10386884,5619242
1766,271116571000,1/12/2017 12:00:00 AM,2116 10TH AVE S,-10381623,5615486,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3,-10381623,5615486
1767,271116577000,1/12/2017 12:00:00 AM,1210 BUCHANAN ST NE,-10379404,5621497,478.1000(B),SNOW EMERGENCY EVEN,1,Northeast Park,Northeast,2,2,-10379404,5621497
1768,271116534000,1/12/2017 12:00:00 AM,3502 ELLIOT AVE,-10381806,5611997,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,2,6,-10381806,5611997
1769,271116535000,1/12/2017 12:00:00 AM,1504 34TH ST E,-10380928,5612300,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6,-10380928,5612300
1770,271116538000,1/12/2017 12:00:00 AM,2406 STEVENS AVE S,-10383365,5615075,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10383365,5615075
1771,271116542000,1/12/2017 12:00:00 AM,3754 6TH ST N,-10384603,5625161,478.1000(B),SNOW EMERGENCY EVEN,4,McKinley,Camden,2,1,-10384603,5625161
1772,271116545000,1/12/2017 12:00:00 AM,726 34TH ST E,-10382073,5612303,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382073,5612303
1773,271116557000,1/12/2017 12:00:00 AM,16 33RD ST E,-10383627,5612582,478.1000(B),SNOW EMERGENCY EVEN,8,Lyndale,Powderhorn,2,5,-10383627,5612582
1774,271116565000,1/12/2017 12:00:00 AM,1514 SHERIDAN AVE N,-10387445,5620636,478.1000(B),SNOW EMERGENCY EVEN,5,Willard-Hay,Near North,2,1,-10387445,5620636
1775,271116569000,1/12/2017 12:00:00 AM,3004 COLFAX AVE S,-10385214,5613376,478.1000(B),SNOW EMERGENCY EVEN,10,CARAG,Calhoun-Isles,2,5,-10385214,5613376
1776,271116570000,1/12/2017 12:00:00 AM,922 18TH AVE SE,-10377969,5619455,478.1000(B),SNOW EMERGENCY EVEN,2,Como,University,2,4,-10377969,5619455
1777,271116570000,1/12/2017 12:00:00 AM,714 OLIVER AVE N,-10386884,5619238,478.1000(B),SNOW EMERGENCY EVEN,5,Near-North,Near North,2,1,-10386884,5619238
1778,271116573000,1/12/2017 12:00:00 AM,3506 COLUMBUS AVE S,-10382088,5611987,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382088,5611987
1779,271116573000,1/12/2017 12:00:00 AM,5104 EMERSON AVE N,-10385584,5629025,478.1000(B),SNOW EMERGENCY EVEN,4,Lind-Bohanon,Camden,2,1,-10385584,5629025
1780,271116580000,1/12/2017 12:00:00 AM,2418 PLEASANT AVE,-10384215,5615030,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10384215,5615030
1781,271116564000,1/12/2017 12:00:00 AM,110 18TH ST E,-10383436,5616053,478.1000(B),SNOW EMERGENCY EVEN,6,Stevens Square,Central,2,3,-10383436,5616053
1782,271116569000,1/12/2017 12:00:00 AM,2650 IRVING AVE N,-10386032,5622604,478.1000(B),SNOW EMERGENCY EVEN,5,Jordan,Near North,2,1,-10386032,5622604
1783,271116573000,1/12/2017 12:00:00 AM,3432 COLUMBUS AVE S,-10382090,5612201,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382090,5612201
1784,271116577000,1/12/2017 12:00:00 AM,914 15TH ST E,-10381748,5616490,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3,-10381748,5616490
1785,271116417000,1/12/2017 12:00:00 AM,5606 22ND AVE S,-10379565,5606024,478.1000(B),SNOW EMERGENCY EVEN,11,Wenonah,Nokomis,2,6,-10379565,5606024
1786,271116549000,1/12/2017 12:00:00 AM,718 8TH AVE SE,-10379603,5619464,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4,-10379603,5619464
1787,271116560000,1/12/2017 12:00:00 AM,3820 6TH ST N,-10384604,5625353,478.1000(B),SNOW EMERGENCY EVEN,4,Webber-Camden,Camden,2,1,-10384604,5625353
1788,271116570000,1/12/2017 12:00:00 AM,890 18TH AVE SE,-10377969,5619363,478.1000(B),SNOW EMERGENCY EVEN,2,Como,University,2,4,-10377969,5619363
1789,271116571000,1/12/2017 12:00:00 AM,2124 10TH AVE S,-10381623,5615476,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3,-10381623,5615476
1790,271116573000,1/12/2017 12:00:00 AM,5124 EMERSON AVE N,-10385584,5629080,478.1000(B),SNOW EMERGENCY EVEN,4,Lind-Bohanon,Camden,2,1,-10385584,5629080
1791,271116577000,1/12/2017 12:00:00 AM,750 BUCHANAN ST NE,-10379391,5621179,478.1000(B),SNOW EMERGENCY EVEN,3,Beltrami,Northeast,2,2,-10379391,5621179
1792,271116577000,1/12/2017 12:00:00 AM,916 15TH ST E,-10381745,5616490,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3,-10381745,5616490
1793,271116534000,1/12/2017 12:00:00 AM,3504 ELLIOT AVE,-10381806,5611992,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,2,6,-10381806,5611992
1794,271116538000,1/12/2017 12:00:00 AM,2408 STEVENS AVE S,-10383365,5615069,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10383365,5615069
1795,271116545000,1/12/2017 12:00:00 AM,728 34TH ST E,-10382070,5612303,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382070,5612303
1796,271116552000,1/12/2017 12:00:00 AM,1420 ADAMS ST NE,-10381247,5621869,478.1000(B),SNOW EMERGENCY EVEN,1,Logan Park,Northeast,2,2,-10381247,5621869
1797,271116557000,1/12/2017 12:00:00 AM,406 9TH AVE NE,-10381815,5621232,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony West,Northeast,2,2,-10381815,5621232
1798,271116564000,1/12/2017 12:00:00 AM,108 18TH ST E,-10383448,5616053,478.1000(B),SNOW EMERGENCY EVEN,6,Stevens Square,Central,2,3,-10383448,5616053
1799,271116565000,1/12/2017 12:00:00 AM,2020 SHERIDAN AVE N,-10387444,5621503,478.1000(B),SNOW EMERGENCY EVEN,5,Willard-Hay,Near North,2,1,-10387444,5621503
1800,271116570000,1/12/2017 12:00:00 AM,706 OLIVER AVE N,-10386884,5619230,478.1000(B),SNOW EMERGENCY EVEN,5,Near-North,Near North,2,1,-10386884,5619230
1801,271116573000,1/12/2017 12:00:00 AM,3416 COLUMBUS AVE S,-10382090,5612245,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382090,5612245
1802,271116577000,1/12/2017 12:00:00 AM,740 BUCHANAN ST NE,-10379391,5621152,478.1000(B),SNOW EMERGENCY EVEN,3,Beltrami,Northeast,2,2,-10379391,5621152
1803,271116577000,1/12/2017 12:00:00 AM,918 15TH ST E,-10381742,5616490,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3,-10381742,5616490
1804,271116580000,1/12/2017 12:00:00 AM,2414 PLEASANT AVE,-10384215,5615041,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10384215,5615041
1805,271116535000,1/12/2017 12:00:00 AM,1508 34TH ST E,-10380904,5612300,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6,-10380904,5612300
1806,271116552000,1/12/2017 12:00:00 AM,1418 ADAMS ST NE,-10381247,5621866,478.1000(B),SNOW EMERGENCY EVEN,1,Logan Park,Northeast,2,2,-10381247,5621866
1807,271116554000,1/12/2017 12:00:00 AM,622 8TH AVE SE,-10379687,5619317,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4,-10379687,5619317
1808,271116564000,1/12/2017 12:00:00 AM,106 18TH ST E,-10383461,5616053,478.1000(B),SNOW EMERGENCY EVEN,6,Stevens Square,Central,2,3,-10383461,5616053
1809,271116570000,1/12/2017 12:00:00 AM,850 18TH AVE SE,-10377968,5619151,478.1000(B),SNOW EMERGENCY EVEN,2,Como,University,2,4,-10377968,5619151
1810,271116570000,1/12/2017 12:00:00 AM,612 OLIVER AVE N,-10386884,5619133,478.1000(B),SNOW EMERGENCY EVEN,5,Near-North,Near North,2,1,-10386884,5619133
1811,271116571000,1/12/2017 12:00:00 AM,2200 10TH AVE S,-10381623,5615362,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3,-10381623,5615362
1812,271116577000,1/12/2017 12:00:00 AM,728 BUCHANAN ST NE,-10379391,5621119,478.1000(B),SNOW EMERGENCY EVEN,3,Beltrami,Northeast,2,2,-10379391,5621119
1813,271116577000,1/12/2017 12:00:00 AM,922 15TH ST E,-10381736,5616490,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3,-10381736,5616490
1814,271116580000,1/12/2017 12:00:00 AM,2416 PLEASANT AVE,-10384215,5615036,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10384215,5615036
1815,271116417000,1/12/2017 12:00:00 AM,5626 STANDISH AVE S,-10379429,5605971,478.1000(B),SNOW EMERGENCY EVEN,11,Wenonah,Nokomis,2,6,-10379429,5605971
1816,271116523000,1/12/2017 12:00:00 AM,3510 THOMAS AVE N,-10387588,5624496,478.1000(B),SNOW EMERGENCY EVEN,4,Cleveland,Camden,2,1,-10387588,5624496
1817,271116538000,1/12/2017 12:00:00 AM,2420 STEVENS AVE S,-10383365,5615035,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10383365,5615035
1818,271116557000,1/12/2017 12:00:00 AM,304 9TH AVE NE,-10381977,5621151,478.1000(B),SNOW EMERGENCY EVEN,3,St. Anthony West,Northeast,2,2,-10381977,5621151
1819,271116569000,1/12/2017 12:00:00 AM,2724 IRVING AVE N,-10386032,5622791,478.1000(B),SNOW EMERGENCY EVEN,5,Jordan,Near North,2,1,-10386032,5622791
1820,271116573000,1/12/2017 12:00:00 AM,3350 COLUMBUS AVE S,-10382092,5612436,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382092,5612436
1821,271116573000,1/12/2017 12:00:00 AM,5234 EMERSON AVE N,-10385585,5629392,478.1000(B),SNOW EMERGENCY EVEN,4,Lind-Bohanon,Camden,2,1,-10385585,5629392
1822,271116577000,1/12/2017 12:00:00 AM,726 BUCHANAN ST NE,-10379391,5621113,478.1000(B),SNOW EMERGENCY EVEN,3,Beltrami,Northeast,2,2,-10379391,5621113
1823,271116531000,1/12/2017 12:00:00 AM,3744 21ST AVE S,-10379688,5611311,478.1000(B),SNOW EMERGENCY EVEN,12,Standish,Powderhorn,2,6,-10379688,5611311
1824,271116534000,1/12/2017 12:00:00 AM,3646 ELLIOT AVE,-10381802,5611594,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,2,6,-10381802,5611594
1825,271116534000,1/12/2017 12:00:00 AM,3644 ELLIOT AVE,-10381802,5611600,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,2,6,-10381802,5611600
1826,271116535000,1/12/2017 12:00:00 AM,1516 34TH ST E,-10380856,5612300,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6,-10380856,5612300
1827,271116545000,1/12/2017 12:00:00 AM,730 34TH ST E,-10382066,5612303,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382066,5612303
1828,271116554000,1/12/2017 12:00:00 AM,614 8TH AVE SE,-10379693,5619305,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4,-10379693,5619305
1829,271116566000,1/12/2017 12:00:00 AM,2100 JAMES AVE S,-10386247,5615513,478.1000(B),SNOW EMERGENCY EVEN,7,Lowry Hill,Calhoun-Isles,2,3,-10386247,5615513
1830,271116570000,1/12/2017 12:00:00 AM,844 18TH AVE SE,-10377968,5619128,478.1000(B),SNOW EMERGENCY EVEN,2,Como,University,2,4,-10377968,5619128
1831,271116571000,1/12/2017 12:00:00 AM,2204 10TH AVE S,-10381623,5615357,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3,-10381623,5615357
1832,271116573000,1/12/2017 12:00:00 AM,3338 COLUMBUS AVE S,-10382093,5612469,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382093,5612469
1833,271116492000,1/12/2017 12:00:00 AM,2436 ELLIOT AVE,-10381806,5614982,478.1000(B),SNOW EMERGENCY EVEN,9,Midtown Phillips,Phillips,2,3,-10381806,5614982
1834,271116545000,1/12/2017 12:00:00 AM,734 34TH ST E,-10382059,5612303,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382059,5612303
1835,271116552000,1/12/2017 12:00:00 AM,1416 ADAMS ST NE,-10381247,5621862,478.1000(B),SNOW EMERGENCY EVEN,1,Logan Park,Northeast,2,2,-10381247,5621862
1836,271116570000,1/12/2017 12:00:00 AM,840 18TH AVE SE,-10377968,5619114,478.1000(B),SNOW EMERGENCY EVEN,2,Como,University,2,4,-10377968,5619114
1837,271116573000,1/12/2017 12:00:00 AM,5246 EMERSON AVE N,-10385585,5629425,478.1000(B),SNOW EMERGENCY EVEN,4,Lind-Bohanon,Camden,2,1,-10385585,5629425
1838,271116577000,1/12/2017 12:00:00 AM,650 BUCHANAN ST NE,-10379403,5620894,478.1000(B),SNOW EMERGENCY EVEN,3,Beltrami,Northeast,2,2,-10379403,5620894
1839,271116580000,1/12/2017 12:00:00 AM,2312 PLEASANT AVE,-10384214,5615210,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10384214,5615210
1840,271116538000,1/12/2017 12:00:00 AM,2426 STEVENS AVE S,-10383365,5615018,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10383365,5615018
1841,271116542000,1/12/2017 12:00:00 AM,2438 ELLIOT AVE,-10381806,5614977,478.1000(B),SNOW EMERGENCY EVEN,9,Midtown Phillips,Phillips,2,3,-10381806,5614977
1842,271116545000,1/12/2017 12:00:00 AM,736 34TH ST E,-10382056,5612303,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382056,5612303
1843,271116549000,1/12/2017 12:00:00 AM,604 8TH AVE SE,-10379702,5619290,478.1000(B),SNOW EMERGENCY EVEN,3,Marcy-Holmes,University,2,4,-10379702,5619290
1844,271116567000,1/12/2017 12:00:00 AM,2918 KNOX AVE S,-10386669,5613510,478.1000(B),SNOW EMERGENCY EVEN,7,Cedar-Isles-Dean,Calhoun-Isles,2,3,-10386669,5613510
1845,271116569000,1/12/2017 12:00:00 AM,3016 IRVING AVE N,-10386033,5623344,478.1000(B),SNOW EMERGENCY EVEN,5,Jordan,Near North,2,1,-10386033,5623344
1846,271116571000,1/12/2017 12:00:00 AM,2206 10TH AVE S,-10381623,5615354,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3,-10381623,5615354
1847,271116573000,1/12/2017 12:00:00 AM,3334 COLUMBUS AVE S,-10382093,5612479,478.1000(B),SNOW EMERGENCY EVEN,9,Central,Powderhorn,2,5,-10382093,5612479
1848,271116577000,1/12/2017 12:00:00 AM,1402 10TH AVE S,-10381626,5616613,478.1000(B),SNOW EMERGENCY EVEN,6,Elliot Park,Central,2,3,-10381626,5616613
1849,271116580000,1/12/2017 12:00:00 AM,2304 PLEASANT AVE,-10384214,5615221,478.1000(B),SNOW EMERGENCY EVEN,10,Whittier,Powderhorn,2,3,-10384214,5615221
1850,271116417000,1/12/2017 12:00:00 AM,5508 SHOREVIEW AVE,-10379287,5606310,478.1000(B),SNOW EMERGENCY EVEN,11,Wenonah,Nokomis,2,6,-10379287,5606310
1851,271116531000,1/12/2017 12:00:00 AM,3634 21ST AVE S,-10379689,5611559,478.1000(B),SNOW EMERGENCY EVEN,12,Standish,Powderhorn,2,6,-10379689,5611559
1852,271116534000,1/12/2017 12:00:00 AM,3744 ELLIOT AVE,-10381800,5611316,478.1000(A),SNOW EMERGENCY PARK,9,Powderhorn Park,Powderhorn,2,6,-10381800,5611316
1853,271116535000,1/12/2017 12:00:00 AM,1518 34TH ST E,-10380843,5612300,478.1000(B),SNOW EMERGENCY EVEN,9,Powderhorn Park,Powderhorn,2,6,-10380843,5612300
1854,271116542000,1/12/2017 12:00:00 AM,2440 ELLIOT AVE,-10381806,5614971,478.1000(B),SNOW EMERGENCY EVEN,9,Midtown Phillips,Phillips,2,3,-10381806,5614971
1855,271116552000,1/12/2017 12:00:00 AM,1314 ADAMS ST NE,-10381246,5621697,478.1000(B),SNOW EMERGENCY EVEN,1,Logan Park,Northeast,2,2,-10381246,5621697
1856,271116560000,1/12/2017 12:00:00 AM,4130 ALDRICH AVE N,-10384919,5626253,478.1000(B),SNOW EMERGENCY EVEN,4,Webber-Camden,Camden,2,1,-10384919,5626253
1857,271116564000,1/12/2017 12:00:00 AM,102 18TH ST E,-10383485,5616053,478.1000(B),SNOW EMERGENCY EVEN,6,Stevens Square,Central,2,3,-10383485,5616053
1858,271116565000,1/12/2017 12:00:00 AM,2400 SHERIDAN AVE N,-10387443,5622188,478.1000(B),SNOW EMERGENCY EVEN,5,Willard-Hay,Near North,2,1,-10387443,5622188
1859,271116571000,1/12/2017 12:00:00 AM,2208 10TH AVE S,-10381623,5615352,478.1000(B),SNOW EMERGENCY EVEN,6,Ventura Village,Phillips,2,3,-10381623,5615352
